DATE_TIME,TOTAL_YIELD
03-06-2020 8.15,7249772.571
03-06-2020 8.15,7155887.25
03-06-2020 8.15,7178852.714
03-06-2020 8.15,6923311.5
03-06-2020 8.15,7147718.875
03-06-2020 8.15,6476900.857
03-06-2020 8.15,7255660.857
03-06-2020 8.30,6390990.286
03-06-2020 8.30,6325357.143
03-06-2020 8.30,7129185.143
03-06-2020 8.30,7741426.5
03-06-2020 8.30,7300922.143
03-06-2020 8.30,7348306.875
03-06-2020 8.30,7167481.286
03-06-2020 8.30,7319477
03-06-2020 8.30,6663529.143
03-06-2020 8.30,7236268.286
03-06-2020 8.30,6414858.429
03-06-2020 8.30,6446001.286
03-06-2020 8.30,7318369.5
03-06-2020 8.30,6321859.286
03-06-2020 8.30,7308201.75
03-06-2020 8.30,7249881.625
03-06-2020 8.30,7155997.143
03-06-2020 8.30,7178966
03-06-2020 8.30,6923421.429
03-06-2020 8.30,7147828.857
03-06-2020 8.30,6477010.5
03-06-2020 8.30,7255770.5
03-06-2020 8.45,6391099.875
03-06-2020 8.45,6325476.5
03-06-2020 8.45,7129304.25
03-06-2020 8.45,7741542.143
03-06-2020 8.45,7301041.5
03-06-2020 8.45,7348424.857
03-06-2020 8.45,7167599.375
03-06-2020 8.45,7319592.875
03-06-2020 8.45,6663638.143
03-06-2020 8.45,7236384.625
03-06-2020 8.45,6414979.375
03-06-2020 8.45,6446111.75
03-06-2020 8.45,7318486.286
03-06-2020 8.45,6321965.571
03-06-2020 8.45,7308318
03-06-2020 8.45,7249997.857
03-06-2020 8.45,7156115.5
03-06-2020 8.45,7179083.857
03-06-2020 8.45,6923538.5
03-06-2020 8.45,7147947.75
03-06-2020 8.45,6477127.286
03-06-2020 8.45,7255887.143
03-06-2020 9.00,6391232.429
03-06-2020 9.00,6325624.429
03-06-2020 9.00,7129454
03-06-2020 9.00,7741684.25
03-06-2020 9.00,7301184.857
03-06-2020 9.00,7348569
03-06-2020 9.00,7167744.571
03-06-2020 9.00,7319735.429
03-06-2020 9.00,6663780.25
03-06-2020 9.00,7236528.714
03-06-2020 9.00,6415129
03-06-2020 9.00,6446243.714
03-06-2020 9.00,7318621.286
03-06-2020 9.00,6322105.125
03-06-2020 9.00,7308451.571
03-06-2020 9.00,7250142.625
03-06-2020 9.00,7156260.286
03-06-2020 9.00,7179217.286
03-06-2020 9.00,6923679.571
03-06-2020 9.00,7148089.571
03-06-2020 9.00,6477263.286
03-06-2020 9.00,7256029.625
03-06-2020 9.15,6391373.5
03-06-2020 9.15,6325779
03-06-2020 9.15,7129600.143
03-06-2020 9.15,7741834.286
03-06-2020 9.15,7301336.5
03-06-2020 9.15,7348722.571
03-06-2020 9.15,7167885.714
03-06-2020 9.15,7319884.875
03-06-2020 9.15,6663931.571
03-06-2020 9.15,7236677.125
03-06-2020 9.15,6415285.25
03-06-2020 9.15,6446382.625
03-06-2020 9.15,7318771.125
03-06-2020 9.15,6322252.286
03-06-2020 9.15,7308598.875
03-06-2020 9.15,7250290.286
03-06-2020 9.15,7156409.375
03-06-2020 9.15,7179364.75
03-06-2020 9.15,6923834
03-06-2020 9.15,7148237.875
03-06-2020 9.15,6477413.5
03-06-2020 9.15,7256182.143
03-06-2020 9.30,6391516
03-06-2020 9.30,6325929.857
03-06-2020 9.30,7129748.875
03-06-2020 9.30,7741981.625
03-06-2020 9.30,7301493.714
03-06-2020 9.30,7348879.25
03-06-2020 9.30,7168033.5
03-06-2020 9.30,7320032.429
03-06-2020 9.30,6664084.625
03-06-2020 9.30,7236820.857
03-06-2020 9.30,6415439.571
03-06-2020 9.30,6446520.429
03-06-2020 9.30,7318917.286
03-06-2020 9.30,6322401.75
03-06-2020 9.30,7308742.714
03-06-2020 9.30,7250435.625
03-06-2020 9.30,7156556.571
03-06-2020 9.30,7179506.429
03-06-2020 9.30,6923987
03-06-2020 9.30,7148390.571
03-06-2020 9.30,6477562.286
03-06-2020 9.30,7256327.625
03-06-2020 9.45,6391656.875
03-06-2020 9.45,6326081.75
03-06-2020 9.45,7129898.857
03-06-2020 9.45,7742128.286
03-06-2020 9.45,7301647.625
03-06-2020 9.45,7349030.143
03-06-2020 9.45,7168181.429
03-06-2020 9.45,7320182.75
03-06-2020 9.45,6664237.571
03-06-2020 9.45,7236966.625
03-06-2020 9.45,6415592.25
03-06-2020 9.45,6446658.25
03-06-2020 9.45,7319066.75
03-06-2020 9.45,6322548.571
03-06-2020 9.45,7308888.375
03-06-2020 9.45,7250583.143
03-06-2020 9.45,7156705.375
03-06-2020 9.45,7179654.875
03-06-2020 9.45,6924138.25
03-06-2020 9.45,7148542
03-06-2020 9.45,6477710.25
03-06-2020 9.45,7256476.571
03-06-2020 10.00,6391794.429
03-06-2020 10.00,6326227.286
03-06-2020 10.00,7130044
03-06-2020 10.00,7742270.375
03-06-2020 10.00,7301794.143
03-06-2020 10.00,7349175.5
03-06-2020 10.00,7168328.25
03-06-2020 10.00,7320328.429
03-06-2020 10.00,6664385.875
03-06-2020 10.00,7237108
03-06-2020 10.00,6415739.286
03-06-2020 10.00,6446791.143
03-06-2020 10.00,7319214.286
03-06-2020 10.00,6322692.125
03-06-2020 10.00,7309030.714
03-06-2020 10.00,7250716.429
03-06-2020 10.00,7156849.143
03-06-2020 10.00,7179798.714
03-06-2020 10.00,6924282.714
03-06-2020 10.00,7148685.857
03-06-2020 10.00,6477854.286
03-06-2020 10.00,7256609.857
03-06-2020 10.15,6391922.571
03-06-2020 10.15,6326370.75
03-06-2020 10.15,7130184.857
03-06-2020 10.15,7742415.857
03-06-2020 10.15,7301945.25
03-06-2020 10.15,7349319.714
03-06-2020 10.15,7168467.429
03-06-2020 10.15,7320473.125
03-06-2020 10.15,6664532
03-06-2020 10.15,7237249.625
03-06-2020 10.15,6415883.75
03-06-2020 10.15,6446914.571
03-06-2020 10.15,7319360.125
03-06-2020 10.15,6322838.857
03-06-2020 10.15,7309175.25
03-06-2020 10.15,7250860.375
03-06-2020 10.15,7156995.375
03-06-2020 10.15,7179945.75
03-06-2020 10.15,6924421.143
03-06-2020 10.15,7148823.857
03-06-2020 10.15,6477998.625
03-06-2020 10.15,7256756.75
03-06-2020 10.30,6392084.125
03-06-2020 10.30,6326551.286
03-06-2020 10.30,7130361.125
03-06-2020 10.30,7742590.375
03-06-2020 10.30,7302129
03-06-2020 10.30,7349496.375
03-06-2020 10.30,7168640.5
03-06-2020 10.30,7320650
03-06-2020 10.30,6664708.625
03-06-2020 10.30,7237423.429
03-06-2020 10.30,6416065.857
03-06-2020 10.30,6447072.875
03-06-2020 10.30,7319539.286
03-06-2020 10.30,6323012.375
03-06-2020 10.30,7309356.286
03-06-2020 10.30,7251038.714
03-06-2020 10.30,7157174.429
03-06-2020 10.30,7180133.571
03-06-2020 10.30,6924598.25
03-06-2020 10.30,7149001
03-06-2020 10.30,6478176.857
03-06-2020 10.30,7256936.143
03-06-2020 10.45,6392308
03-06-2020 10.45,6326791
03-06-2020 10.45,7130611.429
03-06-2020 10.45,7742836
03-06-2020 10.45,7302382
03-06-2020 10.45,7349744.429
03-06-2020 10.45,7168884.429
03-06-2020 10.45,7320895.75
03-06-2020 10.45,6664952.143
03-06-2020 10.45,7237669.5
03-06-2020 10.45,6416306.286
03-06-2020 10.45,6447293
03-06-2020 10.45,7319789.875
03-06-2020 10.45,6323250.429
03-06-2020 10.45,7309606.5
03-06-2020 10.45,7251289.375
03-06-2020 10.45,7157423
03-06-2020 10.45,7180391.875
03-06-2020 10.45,6924842
03-06-2020 10.45,7149243.857
03-06-2020 10.45,6478429.25
03-06-2020 10.45,7257184.5
03-06-2020 11.00,6392542.125
03-06-2020 11.00,6327049.625
03-06-2020 11.00,7130868.5
03-06-2020 11.00,7743086.25
03-06-2020 11.00,7302641.286
03-06-2020 11.00,7350000.25
03-06-2020 11.00,7169135.25
03-06-2020 11.00,7321146.571
03-06-2020 11.00,6665205.875
03-06-2020 11.00,7237920.857
03-06-2020 11.00,6416568.375
03-06-2020 11.00,6447530
03-06-2020 11.00,7320043.286
03-06-2020 11.00,6323497.625
03-06-2020 11.00,7309859.571
03-06-2020 11.00,7251542.857
03-06-2020 11.00,7157681.429
03-06-2020 11.00,7180647.286
03-06-2020 11.00,6925098.125
03-06-2020 11.00,7149509.625
03-06-2020 11.00,6478683.857
03-06-2020 11.00,7257438.143
03-06-2020 11.15,6392759.429
03-06-2020 11.15,6327290.286
03-06-2020 11.15,7131114.143
03-06-2020 11.15,7743321
03-06-2020 11.15,7302863.571
03-06-2020 11.15,7350241.571
03-06-2020 11.15,7169368.143
03-06-2020 11.15,7321380
03-06-2020 11.15,6665439.714
03-06-2020 11.15,7238157.5
03-06-2020 11.15,6416813
03-06-2020 11.15,6447744.286
03-06-2020 11.15,7320278.75
03-06-2020 11.15,6323724.286
03-06-2020 11.15,7310096.5
03-06-2020 11.15,7251780.875
03-06-2020 11.15,7157896.571
03-06-2020 11.15,7180882.625
03-06-2020 11.15,6925334.571
03-06-2020 11.15,7149741.143
03-06-2020 11.15,6478921.5
03-06-2020 11.15,7257674.875
03-06-2020 11.30,6392980.125
03-06-2020 11.30,6327539.125
03-06-2020 11.30,7131358.5
03-06-2020 11.30,7743557.375
03-06-2020 11.30,7303100.625
03-06-2020 11.30,7350484.75
03-06-2020 11.30,7169609.875
03-06-2020 11.30,7321613
03-06-2020 11.30,6665674.625
03-06-2020 11.30,7238389.143
03-06-2020 11.30,6417066.25
03-06-2020 11.30,6447961.5
03-06-2020 11.30,7320511.857
03-06-2020 11.30,6323951
03-06-2020 11.30,7310330.429
03-06-2020 11.30,7252017.143
03-06-2020 11.30,7158125.375
03-06-2020 11.30,7181114.286
03-06-2020 11.30,6925571
03-06-2020 11.30,7149971.75
03-06-2020 11.30,6479157
03-06-2020 11.30,7257908.714
03-06-2020 11.45,6393262.143
03-06-2020 11.45,6327855.286
03-06-2020 11.45,7131680.714
03-06-2020 11.45,7743869.143
03-06-2020 11.45,7303404
03-06-2020 11.45,7350795.571
03-06-2020 11.45,7169926.286
03-06-2020 11.45,7321917.125
03-06-2020 11.45,6665986
03-06-2020 11.45,7238700.75
03-06-2020 11.45,6417383.429
03-06-2020 11.45,6448246.429
03-06-2020 11.45,7320822.5
03-06-2020 11.45,6324258.571
03-06-2020 11.45,7310649.25
03-06-2020 11.45,7252328.625
03-06-2020 11.45,7158428
03-06-2020 11.45,7181433.875
03-06-2020 11.45,6925871.571
03-06-2020 11.45,7150273.857
03-06-2020 11.45,6479473.75
03-06-2020 11.45,7258217.375
03-06-2020 12.00,6393531.75
03-06-2020 12.00,6328127.375
03-06-2020 12.00,7131958.5
03-06-2020 12.00,7744134.875
03-06-2020 12.00,7303690.5
03-06-2020 12.00,7351070.75
03-06-2020 12.00,7170201.5
03-06-2020 12.00,7322190.143
03-06-2020 12.00,6666264.375
03-06-2020 12.00,7238966.571
03-06-2020 12.00,6417661.625
03-06-2020 12.00,6448502.75
03-06-2020 12.00,7321096.857
03-06-2020 12.00,6324529.75
03-06-2020 12.00,7310913.143
03-06-2020 12.00,7252595.429
03-06-2020 12.00,7158707.625
03-06-2020 12.00,7181701.286
03-06-2020 12.00,6926151.375
03-06-2020 12.00,7150547.25
03-06-2020 12.00,6479747.714
03-06-2020 12.00,7258489.714
03-06-2020 12.15,6393761.429
03-06-2020 12.15,6328364.429
03-06-2020 12.15,7132206
03-06-2020 12.15,7744369
03-06-2020 12.15,7303941.571
03-06-2020 12.15,7351314.286
03-06-2020 12.15,7170445
03-06-2020 12.15,7322428.75
03-06-2020 12.15,6666509.714
03-06-2020 12.15,7239198.875
03-06-2020 12.15,6417903.143
03-06-2020 12.15,6448726.143
03-06-2020 12.15,7321340.75
03-06-2020 12.15,6324766.714
03-06-2020 12.15,7311143.5
03-06-2020 12.15,7252826.25
03-06-2020 12.15,7158952
03-06-2020 12.15,7181934.125
03-06-2020 12.15,6926395.286
03-06-2020 12.15,7150786.857
03-06-2020 12.15,6479988.375
03-06-2020 12.15,7258725.125
03-06-2020 12.30,6394011.625
03-06-2020 12.30,6328633.875
03-06-2020 12.30,7132476.5
03-06-2020 12.30,7744614.857
03-06-2020 12.30,7304209.75
03-06-2020 12.30,7351565.571
03-06-2020 12.30,7170709.75
03-06-2020 12.30,7322694.571
03-06-2020 12.30,6666777.625
03-06-2020 12.30,7239462.857
03-06-2020 12.30,6418174.75
03-06-2020 12.30,6448972.25
03-06-2020 12.30,7321608
03-06-2020 12.30,6325025.75
03-06-2020 12.30,7311408.143
03-06-2020 12.30,7253091.143
03-06-2020 12.30,7159214.375
03-06-2020 12.30,7182198.143
03-06-2020 12.30,6926660
03-06-2020 12.30,7151044.5
03-06-2020 12.30,6480256.286
03-06-2020 12.30,7258988
03-06-2020 12.45,6394296.143
03-06-2020 12.45,6328928.429
03-06-2020 12.45,7132778.429
03-06-2020 12.45,7744903.625
03-06-2020 12.45,7304497.857
03-06-2020 12.45,7351861.625
03-06-2020 12.45,7171008.429
03-06-2020 12.45,7322960.143
03-06-2020 12.45,6667068.857
03-06-2020 12.45,7239727.429
03-06-2020 12.45,6418477.857
03-06-2020 12.45,6449253.143
03-06-2020 12.45,7321890.5
03-06-2020 12.45,6325306.857
03-06-2020 12.45,7311680.375
03-06-2020 12.45,7253371.5
03-06-2020 12.45,7159497.714
03-06-2020 12.45,7182468.75
03-06-2020 12.45,6926948.714
03-06-2020 12.45,7151328.143
03-06-2020 12.45,6480540.375
03-06-2020 12.45,7259268.625
03-06-2020 13.00,6394576.375
03-06-2020 13.00,6329216.5
03-06-2020 13.00,7133072.375
03-06-2020 13.00,7745196.143
03-06-2020 13.00,7304786.125
03-06-2020 13.00,7352161.286
03-06-2020 13.00,7171302.125
03-06-2020 13.00,7323246.5
03-06-2020 13.00,6667355.125
03-06-2020 13.00,7240015.875
03-06-2020 13.00,6418775.875
03-06-2020 13.00,6449521.75
03-06-2020 13.00,7322175.143
03-06-2020 13.00,6325583.875
03-06-2020 13.00,7311960.714
03-06-2020 13.00,7253659.143
03-06-2020 13.00,7159779.5
03-06-2020 13.00,7182754.714
03-06-2020 13.00,6927253.5
03-06-2020 13.00,7151634.125
03-06-2020 13.00,6480824.429
03-06-2020 13.00,7259556.286
03-06-2020 13.15,6394819.571
03-06-2020 13.15,6329461.571
03-06-2020 13.15,7133315.429
03-06-2020 13.15,7745440.875
03-06-2020 13.15,7305048.571
03-06-2020 13.15,7352414.5
03-06-2020 13.15,7171542
03-06-2020 13.15,7323505.143
03-06-2020 13.15,6667612.714
03-06-2020 13.15,7240268.143
03-06-2020 13.15,6419024.857
03-06-2020 13.15,6449755.571
03-06-2020 13.15,7322426.75
03-06-2020 13.15,6325833.143
03-06-2020 13.15,7312189.714
03-06-2020 13.15,7253904.875
03-06-2020 13.15,7160034.143
03-06-2020 13.15,7182989.429
03-06-2020 13.15,6927516.143
03-06-2020 13.15,7151896.143
03-06-2020 13.15,6481070.75
03-06-2020 13.15,7259809.75
03-06-2020 13.30,6395056
03-06-2020 13.30,6329717.25
03-06-2020 13.30,7133547.429
03-06-2020 13.30,7745693.857
03-06-2020 13.30,7305314.5
03-06-2020 13.30,7352673.429
03-06-2020 13.30,7171769
03-06-2020 13.30,7323758
03-06-2020 13.30,6667851.714
03-06-2020 13.30,7240517.75
03-06-2020 13.30,6419282.5
03-06-2020 13.30,6449985.5
03-06-2020 13.30,7322685.571
03-06-2020 13.30,6326068
03-06-2020 13.30,7312445.25
03-06-2020 13.30,7254159.857
03-06-2020 13.30,7160293.125
03-06-2020 13.30,7183247.5
03-06-2020 13.30,6927776.75
03-06-2020 13.30,7152153.875
03-06-2020 13.30,6481326.143
03-06-2020 13.30,7260070.714
03-06-2020 13.45,6395200.5
03-06-2020 13.45,6329874
03-06-2020 13.45,7133702.667
03-06-2020 13.45,7745847.333
03-06-2020 13.45,7305474
03-06-2020 13.45,7352829.667
03-06-2020 13.45,7171921.333
03-06-2020 13.45,7323911.5
03-06-2020 13.45,6668009.333
03-06-2020 13.45,7240671.5
03-06-2020 13.45,6419439
03-06-2020 13.45,6450128
03-06-2020 13.45,7322829
03-06-2020 13.45,6326221.333
03-06-2020 13.45,7312611
03-06-2020 13.45,7254306.5
03-06-2020 13.45,7160449.5
03-06-2020 13.45,7183414
03-06-2020 13.45,6927931.5
03-06-2020 13.45,7152308
03-06-2020 13.45,6481470
03-06-2020 13.45,7260215
03-06-2020 14.00,6330385
03-06-2020 14.00,6419961
03-06-2020 14.00,6928448
03-06-2020 14.00,7152815
03-06-2020 14.15,6395774.25
03-06-2020 14.15,6330510.714
03-06-2020 14.15,7134340.125
03-06-2020 14.15,7746485.75
03-06-2020 14.15,7306128.429
03-06-2020 14.15,7353488.625
03-06-2020 14.15,7172541.5
03-06-2020 14.15,7324559.571
03-06-2020 14.15,6668663.125
03-06-2020 14.15,7241313.143
03-06-2020 14.15,6420086.857
03-06-2020 14.15,6450709.125
03-06-2020 14.15,7323480.429
03-06-2020 14.15,6326852.75
03-06-2020 14.15,7313240.857
03-06-2020 14.15,7254938.143
03-06-2020 14.15,7161097.857
03-06-2020 14.15,7184053.429
03-06-2020 14.15,6928565.143
03-06-2020 14.15,7152925.571
03-06-2020 14.15,6482113.714
03-06-2020 14.15,7260858.143
03-06-2020 14.30,6396007.714
03-06-2020 14.30,6330766.5
03-06-2020 14.30,7134596
03-06-2020 14.30,7746739.857
03-06-2020 14.30,7306380.625
03-06-2020 14.30,7353746
03-06-2020 14.30,7172782.143
03-06-2020 14.30,7324813.625
03-06-2020 14.30,6668918.714
03-06-2020 14.30,7241566
03-06-2020 14.30,6420345.125
03-06-2020 14.30,6450942.429
03-06-2020 14.30,7323734.875
03-06-2020 14.30,6327101.857
03-06-2020 14.30,7313480.75
03-06-2020 14.30,7255180.75
03-06-2020 14.30,7161346.125
03-06-2020 14.30,7184291
03-06-2020 14.30,6928802.429
03-06-2020 14.30,7153149.429
03-06-2020 14.30,6482368.5
03-06-2020 14.30,7261100.125
03-06-2020 14.45,6396210.75
03-06-2020 14.45,6330990
03-06-2020 14.45,7134820.125
03-06-2020 14.45,7746957
03-06-2020 14.45,7306606.857
03-06-2020 14.45,7353966.25
03-06-2020 14.45,7173001.125
03-06-2020 14.45,7325035.143
03-06-2020 14.45,6669137.25
03-06-2020 14.45,7241787.571
03-06-2020 14.45,6420569.714
03-06-2020 14.45,6451145.75
03-06-2020 14.45,7323959.429
03-06-2020 14.45,6327316.5
03-06-2020 14.45,7313705.571
03-06-2020 14.45,7255403.143
03-06-2020 14.45,7161567.429
03-06-2020 14.45,7184514
03-06-2020 14.45,6929026.125
03-06-2020 14.45,7153371.375
03-06-2020 14.45,6482592.714
03-06-2020 14.45,7261321.429
03-06-2020 15.00,6396481.429
03-06-2020 15.00,6331252.714
03-06-2020 15.00,7135109.143
03-06-2020 15.00,7747237.143
03-06-2020 15.00,7306893.125
03-06-2020 15.00,7354256.714
03-06-2020 15.00,7173285.143
03-06-2020 15.00,7325308.875
03-06-2020 15.00,6669424.143
03-06-2020 15.00,7242062.875
03-06-2020 15.00,6420843.571
03-06-2020 15.00,6451413.143
03-06-2020 15.00,7324240.75
03-06-2020 15.00,6327585.571
03-06-2020 15.00,7313996.75
03-06-2020 15.00,7255693.625
03-06-2020 15.00,7161850
03-06-2020 15.00,7184799.75
03-06-2020 15.00,6929303
03-06-2020 15.00,7153650.714
03-06-2020 15.00,6482881.5
03-06-2020 15.00,7261602
03-06-2020 15.15,6396758.875
03-06-2020 15.15,6331534.125
03-06-2020 15.15,7135400.5
03-06-2020 15.15,7747519.25
03-06-2020 15.15,7307178.143
03-06-2020 15.15,7354547.75
03-06-2020 15.15,7173572.625
03-06-2020 15.15,7325586.143
03-06-2020 15.15,6669713.25
03-06-2020 15.15,7242340
03-06-2020 15.15,6421138.75
03-06-2020 15.15,6451681.5
03-06-2020 15.15,7324520.714
03-06-2020 15.15,6327860.625
03-06-2020 15.15,7314280.143
03-06-2020 15.15,7255980.143
03-06-2020 15.15,7162129.714
03-06-2020 15.15,7185086.571
03-06-2020 15.15,6929591.125
03-06-2020 15.15,7153939.25
03-06-2020 15.15,6483164
03-06-2020 15.15,7261890.143
03-06-2020 15.30,6396972.429
03-06-2020 15.30,6331754.429
03-06-2020 15.30,7135608.571
03-06-2020 15.30,7747734.429
03-06-2020 15.30,7307391.857
03-06-2020 15.30,7354769.143
03-06-2020 15.30,7173780.286
03-06-2020 15.30,7325818.75
03-06-2020 15.30,6669947
03-06-2020 15.30,7242569.375
03-06-2020 15.30,6421360.143
03-06-2020 15.30,6451887.429
03-06-2020 15.30,7324737.5
03-06-2020 15.30,6328087.571
03-06-2020 15.30,7314486.25
03-06-2020 15.30,7256185.25
03-06-2020 15.30,7162334.143
03-06-2020 15.30,7185301.375
03-06-2020 15.30,6929823.714
03-06-2020 15.30,7154165.571
03-06-2020 15.30,6483379
03-06-2020 15.30,7262106.375
03-06-2020 15.45,6397093.125
03-06-2020 15.45,6331910.125
03-06-2020 15.45,7135748.375
03-06-2020 15.45,7747881.125
03-06-2020 15.45,7307562.125
03-06-2020 15.45,7354911.625
03-06-2020 15.45,7173905
03-06-2020 15.45,7325983.857
03-06-2020 15.45,6670099
03-06-2020 15.45,7242734.286
03-06-2020 15.45,6421509.25
03-06-2020 15.45,6452014.125
03-06-2020 15.45,7324903.857
03-06-2020 15.45,6328245
03-06-2020 15.45,7314639.286
03-06-2020 15.45,7256342.857
03-06-2020 15.45,7162501.875
03-06-2020 15.45,7185455.143
03-06-2020 15.45,6929986.75
03-06-2020 15.45,7154328.875
03-06-2020 15.45,6483545
03-06-2020 15.45,7262268
03-06-2020 16.00,6397220.429
03-06-2020 16.00,6332045.429
03-06-2020 16.00,7135884
03-06-2020 16.00,7748016.857
03-06-2020 16.00,7307698.143
03-06-2020 16.00,7355049
03-06-2020 16.00,7174038.857
03-06-2020 16.00,7326115.5
03-06-2020 16.00,6670235.714
03-06-2020 16.00,7242865
03-06-2020 16.00,6421648.143
03-06-2020 16.00,6452138.714
03-06-2020 16.00,7325033.25
03-06-2020 16.00,6328376
03-06-2020 16.00,7314764.5
03-06-2020 16.00,7256467.875
03-06-2020 16.00,7162633.571
03-06-2020 16.00,7185583.875
03-06-2020 16.00,6930121.143
03-06-2020 16.00,7154461.286
03-06-2020 16.00,6483677.25
03-06-2020 16.00,7262390
03-06-2020 16.15,6397338.875
03-06-2020 16.15,6332165.375
03-06-2020 16.15,7136005.375
03-06-2020 16.15,7748133.375
03-06-2020 16.15,7307813.875
03-06-2020 16.15,7355169.875
03-06-2020 16.15,7174161.875
03-06-2020 16.15,7326231.571
03-06-2020 16.15,6670358.875
03-06-2020 16.15,7242983
03-06-2020 16.15,6421770.25
03-06-2020 16.15,6452254.375
03-06-2020 16.15,7325155.143
03-06-2020 16.15,6328492
03-06-2020 16.15,7314894.429
03-06-2020 16.15,7256595.429
03-06-2020 16.15,7162750
03-06-2020 16.15,7185711.714
03-06-2020 16.15,6930235
03-06-2020 16.15,7154570.875
03-06-2020 16.15,6483801.714
03-06-2020 16.15,7262510.571
03-06-2020 16.30,6397407.857
03-06-2020 16.30,6332234.429
03-06-2020 16.30,7136072.429
03-06-2020 16.30,7748201.143
03-06-2020 16.30,7307895.286
03-06-2020 16.30,7355239.143
03-06-2020 16.30,7174228
03-06-2020 16.30,7326303.25
03-06-2020 16.30,6670434.286
03-06-2020 16.30,7243053.125
03-06-2020 16.30,6421839.429
03-06-2020 16.30,6452320.714
03-06-2020 16.30,7325229.5
03-06-2020 16.30,6328566.429
03-06-2020 16.30,7314966.125
03-06-2020 16.30,7256667.875
03-06-2020 16.30,7162829
03-06-2020 16.30,7185785.75
03-06-2020 16.30,6930312.571
03-06-2020 16.30,7154650.143
03-06-2020 16.30,6483875
03-06-2020 16.30,7262585.875
03-06-2020 16.45,6397475.625
03-06-2020 16.45,6332308.875
03-06-2020 16.45,7136147.5
03-06-2020 16.45,7748274.375
03-06-2020 16.45,7307974.25
03-06-2020 16.45,7355312.875
03-06-2020 16.45,7174301.5
03-06-2020 16.45,7326378.286
03-06-2020 16.45,6670510.25
03-06-2020 16.45,7243127.143
03-06-2020 16.45,6421913.5
03-06-2020 16.45,6452387.375
03-06-2020 16.45,7325308
03-06-2020 16.45,6328641.875
03-06-2020 16.45,7315043.857
03-06-2020 16.45,7256743.714
03-06-2020 16.45,7162905.75
03-06-2020 16.45,7185864.143
03-06-2020 16.45,6930389.5
03-06-2020 16.45,7154727.375
03-06-2020 16.45,6483953.571
03-06-2020 16.45,7262661.857
03-06-2020 17.00,6397593
03-06-2020 17.00,6332439.571
03-06-2020 17.00,7136277.571
03-06-2020 17.00,7748401.143
03-06-2020 17.00,7308112.143
03-06-2020 17.00,7355440
03-06-2020 17.00,7174426.714
03-06-2020 17.00,7326505
03-06-2020 17.00,6670640.286
03-06-2020 17.00,7243254.429
03-06-2020 17.00,6422044.857
03-06-2020 17.00,6452506.286
03-06-2020 17.00,7325447.75
03-06-2020 17.00,6328771.143
03-06-2020 17.00,7315186.625
03-06-2020 17.00,7256886.375
03-06-2020 17.00,7163041.143
03-06-2020 17.00,7186006.125
03-06-2020 17.00,6930523.286
03-06-2020 17.00,7154861
03-06-2020 17.00,6484094.875
03-06-2020 17.00,7262800
03-06-2020 17.15,6397684.125
03-06-2020 17.15,6332531
03-06-2020 17.15,7136365.75
03-06-2020 17.15,7748489
03-06-2020 17.15,7308220
03-06-2020 17.15,7355529
03-06-2020 17.15,7174510.75
03-06-2020 17.15,7326609.125
03-06-2020 17.15,6670741.5
03-06-2020 17.15,7243357
03-06-2020 17.15,6422137.25
03-06-2020 17.15,6452596.875
03-06-2020 17.15,7325550.429
03-06-2020 17.15,6328870.375
03-06-2020 17.15,7315289.143
03-06-2020 17.15,7256990.571
03-06-2020 17.15,7163146.25
03-06-2020 17.15,7186109.571
03-06-2020 17.15,6930629.625
03-06-2020 17.15,7154967.125
03-06-2020 17.15,6484196.429
03-06-2020 17.15,7262906.286
03-06-2020 17.30,6397737.143
03-06-2020 17.30,6332583.286
03-06-2020 17.30,7136416.429
03-06-2020 17.30,7748542.625
03-06-2020 17.30,7308281.714
03-06-2020 17.30,7355583
03-06-2020 17.30,7174558.714
03-06-2020 17.30,7326669.714
03-06-2020 17.30,6670801.714
03-06-2020 17.30,7243415.571
03-06-2020 17.30,6422190.143
03-06-2020 17.30,6452650.571
03-06-2020 17.30,7325609.5
03-06-2020 17.30,6328929.143
03-06-2020 17.30,7315345
03-06-2020 17.30,7257050.75
03-06-2020 17.30,7163206.571
03-06-2020 17.30,7186165.143
03-06-2020 17.30,6930692
03-06-2020 17.30,7155028.714
03-06-2020 17.30,6484255
03-06-2020 17.30,7262966
03-06-2020 17.45,6397771.25
03-06-2020 17.45,6332619.875
03-06-2020 17.45,7136450.875
03-06-2020 17.45,7748580.857
03-06-2020 17.45,7308324.125
03-06-2020 17.45,7355620.571
03-06-2020 17.45,7174590.5
03-06-2020 17.45,7326712.125
03-06-2020 17.45,6670839
03-06-2020 17.45,7243458
03-06-2020 17.45,6422226.375
03-06-2020 17.45,6452685.75
03-06-2020 17.45,7325651.857
03-06-2020 17.45,6328966.429
03-06-2020 17.45,7315390.125
03-06-2020 17.45,7257094.286
03-06-2020 17.45,7163248.75
03-06-2020 17.45,7186209.25
03-06-2020 17.45,6930733.625
03-06-2020 17.45,7155069.25
03-06-2020 17.45,6484297.429
03-06-2020 17.45,7263009.429
03-06-2020 18.00,6397792.286
03-06-2020 18.00,6332641.429
03-06-2020 18.00,7136471.429
03-06-2020 18.00,7748603.125
03-06-2020 18.00,7308349.857
03-06-2020 18.00,7355642.5
03-06-2020 18.00,7174609.714
03-06-2020 18.00,7326737.571
03-06-2020 18.00,6670864.25
03-06-2020 18.00,7243482.429
