DATE_TIME,TOTAL_YIELD
15-05-2020 10.15,6523666.857
15-05-2020 10.15,7099602.286
15-05-2020 10.15,6272897
15-05-2020 10.15,6318114.143
15-05-2020 10.15,7179564.75
15-05-2020 10.15,6186695.25
15-05-2020 10.15,7170682.125
15-05-2020 10.15,7113065
15-05-2020 10.15,7018406.75
15-05-2020 10.15,7040265.375
15-05-2020 10.15,6784133.25
15-05-2020 10.15,7009424
15-05-2020 10.15,6340931.75
15-05-2020 10.15,7117309
15-05-2020 10.30,6260999
15-05-2020 10.30,6185368.143
15-05-2020 10.30,6989420.857
15-05-2020 10.30,7604594.125
15-05-2020 10.30,7160746.429
15-05-2020 10.30,7208044
15-05-2020 10.30,7030279.286
15-05-2020 10.30,7181706
15-05-2020 10.30,6523829.571
15-05-2020 10.30,7099791.625
15-05-2020 10.30,6273067.429
15-05-2020 10.30,6318257.625
15-05-2020 10.30,7179774.286
15-05-2020 10.30,6186877
15-05-2020 10.30,7170867.571
15-05-2020 10.30,7113259
15-05-2020 10.30,7018606.286
15-05-2020 10.30,7040438.857
15-05-2020 10.30,6784311.429
15-05-2020 10.30,7009584.286
15-05-2020 10.30,6341136.857
15-05-2020 10.30,7117502.714
15-05-2020 10.45,6261108
15-05-2020 10.45,6185496.75
15-05-2020 10.45,6989550.75
15-05-2020 10.45,7604712.571
15-05-2020 10.45,7160893.25
15-05-2020 10.45,7208168.143
15-05-2020 10.45,7030402.125
15-05-2020 10.45,7181832.429
15-05-2020 10.45,6523949.286
15-05-2020 10.45,7099916.714
15-05-2020 10.45,6273197.5
15-05-2020 10.45,6318367
15-05-2020 10.45,7179918.375
15-05-2020 10.45,6186996.429
15-05-2020 10.45,7171038.75
15-05-2020 10.45,7113409.25
15-05-2020 10.45,7018749.625
15-05-2020 10.45,7040611.375
15-05-2020 10.45,6784448.375
15-05-2020 10.45,7009733.25
15-05-2020 10.45,6341275.125
15-05-2020 10.45,7117656.25
15-05-2020 11.00,6261252
15-05-2020 11.00,6185659.571
15-05-2020 11.00,6989708.571
15-05-2020 11.00,7604853.714
15-05-2020 11.00,7161071.571
15-05-2020 11.00,7208315
15-05-2020 11.00,7030550.571
15-05-2020 11.00,7181996.25
15-05-2020 11.00,6524109
15-05-2020 11.00,7100082.375
15-05-2020 11.00,6273361.286
15-05-2020 11.00,6318514.5
15-05-2020 11.00,7180084.714
15-05-2020 11.00,6187135.833
15-05-2020 11.00,7171217.857
15-05-2020 11.00,7113582.286
15-05-2020 11.00,7018920.714
15-05-2020 11.00,7040805.571
15-05-2020 11.00,6784616.857
15-05-2020 11.00,7009910.571
15-05-2020 11.00,6341447.286
15-05-2020 11.00,7117840.286
15-05-2020 11.15,6261402.714
15-05-2020 11.15,6185839.125
15-05-2020 11.15,6989869.375
15-05-2020 11.15,7605024.875
15-05-2020 11.15,7161297.125
15-05-2020 11.15,7208481
15-05-2020 11.15,7030704
15-05-2020 11.15,7182192.857
15-05-2020 11.15,6524291.286
15-05-2020 11.15,7100283.286
15-05-2020 11.15,6273531.75
15-05-2020 11.15,6318668.286
15-05-2020 11.15,7180305.375
15-05-2020 11.15,6187332.833
15-05-2020 11.15,7171443.75
15-05-2020 11.15,7113793.5
15-05-2020 11.15,7019137.375
15-05-2020 11.15,7041052
15-05-2020 11.15,6784832.875
15-05-2020 11.15,7010169.25
15-05-2020 11.15,6341651.375
15-05-2020 11.15,7118073.25
15-05-2020 11.30,6261553.5
15-05-2020 11.30,6186022.571
15-05-2020 11.30,6990054.857
15-05-2020 11.30,7605202
15-05-2020 11.30,7161482.714
15-05-2020 11.30,7208660.286
15-05-2020 11.30,7030890
15-05-2020 11.30,7182360.875
15-05-2020 11.30,6524453.143
15-05-2020 11.30,7100454.875
15-05-2020 11.30,6273720.143
15-05-2020 11.30,6318827.375
15-05-2020 11.30,7180494.429
15-05-2020 11.30,6187503.8
15-05-2020 11.30,7171641.143
15-05-2020 11.30,7113983.571
15-05-2020 11.30,7019315.429
15-05-2020 11.30,7041265.429
15-05-2020 11.30,6785019
15-05-2020 11.30,7010370.571
15-05-2020 11.30,6341833
15-05-2020 11.30,7118262.286
15-05-2020 11.45,6261714
15-05-2020 11.45,6186189.375
15-05-2020 11.45,6990230.25
15-05-2020 11.45,7605370.625
15-05-2020 11.45,7161641.875
15-05-2020 11.45,7208833.875
15-05-2020 11.45,7031072.875
15-05-2020 11.45,7182518.857
15-05-2020 11.45,6524626.5
15-05-2020 11.45,7100610.857
15-05-2020 11.45,6273892.25
15-05-2020 11.45,6318988.143
15-05-2020 11.45,7180651.75
15-05-2020 11.45,6187662.25
15-05-2020 11.45,7171805
15-05-2020 11.45,7114133
15-05-2020 11.45,7019472
15-05-2020 11.45,7041429.25
15-05-2020 11.45,6785165.143
15-05-2020 11.45,7010518.429
15-05-2020 11.45,6341991.625
15-05-2020 11.45,7118405
15-05-2020 12.00,6261941.875
15-05-2020 12.00,6186397.429
15-05-2020 12.00,6990435.286
15-05-2020 12.00,7605572.857
15-05-2020 12.00,7161852.714
15-05-2020 12.00,7209052
15-05-2020 12.00,7031278.714
15-05-2020 12.00,7182711.625
15-05-2020 12.00,6524860.286
15-05-2020 12.00,7100800
15-05-2020 12.00,6274101.143
15-05-2020 12.00,6319202.625
15-05-2020 12.00,7180830.571
15-05-2020 12.00,6187878.667
15-05-2020 12.00,7171949
15-05-2020 12.00,7114290.375
15-05-2020 12.00,7019658.857
15-05-2020 12.00,7041579.714
15-05-2020 12.00,6785380.625
15-05-2020 12.00,7010734
15-05-2020 12.00,6342170
15-05-2020 12.00,7118583.25
15-05-2020 12.15,6262173.571
15-05-2020 12.15,6186605.375
15-05-2020 12.15,6990635.375
15-05-2020 12.15,7605775.875
15-05-2020 12.15,7162033.75
15-05-2020 12.15,7209269.125
15-05-2020 12.15,7031486
15-05-2020 12.15,7182913.571
15-05-2020 12.15,6525077.429
15-05-2020 12.15,7101008.286
15-05-2020 12.15,6274304
15-05-2020 12.15,6319417
15-05-2020 12.15,7181027.125
15-05-2020 12.15,6188072.429
15-05-2020 12.15,7172133.5
15-05-2020 12.15,7114489.714
15-05-2020 12.15,7019847.5
15-05-2020 12.15,7041741.625
15-05-2020 12.15,6785559.429
15-05-2020 12.15,7010895.571
15-05-2020 12.15,6342374.125
15-05-2020 12.15,7118751.857
15-05-2020 12.30,6262419
15-05-2020 12.30,6186831.143
15-05-2020 12.30,6990862.143
15-05-2020 12.30,7606010.143
15-05-2020 12.30,7162286.857
15-05-2020 12.30,7209522.571
15-05-2020 12.30,7031714.286
15-05-2020 12.30,7183141.714
15-05-2020 12.30,6525332.714
15-05-2020 12.30,7101229.571
15-05-2020 12.30,6274533.143
15-05-2020 12.30,6319649.625
15-05-2020 12.30,7181264.143
15-05-2020 12.30,6188319.833
15-05-2020 12.30,7172359.429
15-05-2020 12.30,7114711.75
15-05-2020 12.30,7020086.286
15-05-2020 12.30,7041951.571
15-05-2020 12.30,6785812.125
15-05-2020 12.30,7011149.5
15-05-2020 12.30,6342606.857
15-05-2020 12.30,7118990.5
15-05-2020 12.45,6262621
15-05-2020 12.45,6187051.625
15-05-2020 12.45,6991096.625
15-05-2020 12.45,7606220.25
15-05-2020 12.45,7162489.714
15-05-2020 12.45,7209737.875
15-05-2020 12.45,7031939.75
15-05-2020 12.45,7183359.875
15-05-2020 12.45,6525548.857
15-05-2020 12.45,7101446.875
15-05-2020 12.45,6274766.625
15-05-2020 12.45,6319846.429
15-05-2020 12.45,7181486.25
15-05-2020 12.45,6188524.429
15-05-2020 12.45,7172576.5
15-05-2020 12.45,7114931.857
15-05-2020 12.45,7020287.857
15-05-2020 12.45,7042157.125
15-05-2020 12.45,6786028
15-05-2020 12.45,7011355.714
15-05-2020 12.45,6342836.25
15-05-2020 12.45,7119205.143
15-05-2020 13.00,6262782.25
15-05-2020 13.00,6187235.429
15-05-2020 13.00,6991267
15-05-2020 13.00,7606393.429
15-05-2020 13.00,7162685.75
15-05-2020 13.00,7209907.571
15-05-2020 13.00,7032101.143
15-05-2020 13.00,7183556
15-05-2020 13.00,6525729.286
15-05-2020 13.00,7101640.143
15-05-2020 13.00,6274945.857
15-05-2020 13.00,6320002.875
15-05-2020 13.00,7181690.857
15-05-2020 13.00,6188696.5
15-05-2020 13.00,7172776.143
15-05-2020 13.00,7115139.125
15-05-2020 13.00,7020489.125
15-05-2020 13.00,7042358.143
15-05-2020 13.00,6786216.25
15-05-2020 13.00,7011542.25
15-05-2020 13.00,6343033
15-05-2020 13.00,7119405.125
15-05-2020 13.15,6262943.857
15-05-2020 13.15,6187394.571
15-05-2020 13.15,6991438.625
15-05-2020 13.15,7606559
15-05-2020 13.15,7162847.429
15-05-2020 13.15,7210079.75
15-05-2020 13.15,7032273
15-05-2020 13.15,7183717.5
15-05-2020 13.15,6525906.25
15-05-2020 13.15,7101800.25
15-05-2020 13.15,6275108.143
15-05-2020 13.15,6320159.571
15-05-2020 13.15,7181851.75
15-05-2020 13.15,6188878.167
15-05-2020 13.15,7172914
15-05-2020 13.15,7115295.571
15-05-2020 13.15,7020646.429
15-05-2020 13.15,7042496.714
15-05-2020 13.15,6786379
15-05-2020 13.15,7011702
15-05-2020 13.15,6343194.25
15-05-2020 13.15,7119556
15-05-2020 13.30,6263102
15-05-2020 13.30,6187580.875
15-05-2020 13.30,6991625.429
15-05-2020 13.30,7606742.286
15-05-2020 13.30,7163022.5
15-05-2020 13.30,7210264.714
15-05-2020 13.30,7032458.857
15-05-2020 13.30,7183898.571
15-05-2020 13.30,6526099.571
15-05-2020 13.30,7101979.429
15-05-2020 13.30,6275295.625
15-05-2020 13.30,6320316
15-05-2020 13.30,7182031.857
15-05-2020 13.30,6189058.857
15-05-2020 13.30,7173093.125
15-05-2020 13.30,7115479.875
15-05-2020 13.30,7020823.875
15-05-2020 13.30,7042672.25
15-05-2020 13.30,6786559
15-05-2020 13.30,7011871.5
15-05-2020 13.30,6343376.714
15-05-2020 13.30,7119730.375
15-05-2020 13.45,6263285.875
15-05-2020 13.45,6187777.857
15-05-2020 13.45,6991806
15-05-2020 13.45,7606934.625
15-05-2020 13.45,7163218.857
15-05-2020 13.45,7210460.625
15-05-2020 13.45,7032637.143
15-05-2020 13.45,7184092
15-05-2020 13.45,6526289
15-05-2020 13.45,7102171.375
15-05-2020 13.45,6275491.857
15-05-2020 13.45,6320498.25
15-05-2020 13.45,7182213.714
15-05-2020 13.45,6189228.667
15-05-2020 13.45,7173286
15-05-2020 13.45,7115670.571
15-05-2020 13.45,7021019.571
15-05-2020 13.45,7042869.143
15-05-2020 13.45,6786751.857
15-05-2020 13.45,7012062.857
15-05-2020 13.45,6343556
15-05-2020 13.45,7119925.571
15-05-2020 14.00,6263495.714
15-05-2020 14.00,6187999
15-05-2020 14.00,6992022.625
15-05-2020 14.00,7607148
15-05-2020 14.00,7163440.25
15-05-2020 14.00,7210680.143
15-05-2020 14.00,7032852.75
15-05-2020 14.00,7184304.429
15-05-2020 14.00,6526500.714
15-05-2020 14.00,7102382.429
15-05-2020 14.00,6275711.75
15-05-2020 14.00,6320700.286
15-05-2020 14.00,7182427
15-05-2020 14.00,6189446
15-05-2020 14.00,7173502.5
15-05-2020 14.00,7115884
15-05-2020 14.00,7021231.75
15-05-2020 14.00,7043082.375
15-05-2020 14.00,6786968.375
15-05-2020 14.00,7012278
15-05-2020 14.00,6343768.5
15-05-2020 14.00,7120139
15-05-2020 14.15,6263750
15-05-2020 14.15,6188273.714
15-05-2020 14.15,6992295.286
15-05-2020 14.15,7607416.375
15-05-2020 14.15,7163719.857
15-05-2020 14.15,7210962.875
15-05-2020 14.15,7033120.571
15-05-2020 14.15,7184575.875
15-05-2020 14.15,6526782.875
15-05-2020 14.15,7102651.875
15-05-2020 14.15,6275988.143
15-05-2020 14.15,6320949.875
15-05-2020 14.15,7182697.571
15-05-2020 14.15,6189684.2
15-05-2020 14.15,7173773.571
15-05-2020 14.15,7116155
15-05-2020 14.15,7021500.714
15-05-2020 14.15,7043352.143
15-05-2020 14.15,6787240.714
15-05-2020 14.15,7012546.714
15-05-2020 14.15,6344039
15-05-2020 14.15,7120416.286
15-05-2020 14.30,6263957.143
15-05-2020 14.30,6188537
15-05-2020 14.30,6992556.375
15-05-2020 14.30,7607661.143
15-05-2020 14.30,7163953.625
15-05-2020 14.30,7211208
15-05-2020 14.30,7033361.625
15-05-2020 14.30,7184815.286
15-05-2020 14.30,6527016.429
15-05-2020 14.30,7102902.571
15-05-2020 14.30,6276261.625
15-05-2020 14.30,6321167.286
15-05-2020 14.30,7182949.625
15-05-2020 14.30,6189946.167
15-05-2020 14.30,7174031.75
15-05-2020 14.30,7116411.25
15-05-2020 14.30,7021739.75
15-05-2020 14.30,7043608.75
15-05-2020 14.30,6787462.5
15-05-2020 14.30,7012766
15-05-2020 14.30,6344304
15-05-2020 14.30,7120662.375
15-05-2020 14.45,6264087.5
15-05-2020 14.45,6188699.571
15-05-2020 14.45,6992717
15-05-2020 14.45,7607803.286
15-05-2020 14.45,7164107.143
15-05-2020 14.45,7211349.143
15-05-2020 14.45,7033513.571
15-05-2020 14.45,7184967.125
15-05-2020 14.45,6527160.714
15-05-2020 14.45,7103067.125
15-05-2020 14.45,6276424.286
15-05-2020 14.45,6321301.625
15-05-2020 14.45,7183106.143
15-05-2020 14.45,6190084
15-05-2020 14.45,7174184.714
15-05-2020 14.45,7116571.571
15-05-2020 14.45,7021889.286
15-05-2020 14.45,7043756.143
15-05-2020 14.45,6787612.571
15-05-2020 14.45,7012920.286
15-05-2020 14.45,6344470.143
15-05-2020 14.45,7120814.286
15-05-2020 15.00,6264256.714
15-05-2020 15.00,6188870.375
15-05-2020 15.00,6992878.5
15-05-2020 15.00,7607965.625
15-05-2020 15.00,7164283.25
15-05-2020 15.00,7211518.25
15-05-2020 15.00,7033674.625
15-05-2020 15.00,7185131.286
15-05-2020 15.00,6527332.143
15-05-2020 15.00,7103239.714
15-05-2020 15.00,6276588.625
15-05-2020 15.00,6321462
15-05-2020 15.00,7183276.375
15-05-2020 15.00,6190244.143
15-05-2020 15.00,7174345.625
15-05-2020 15.00,7116739.625
15-05-2020 15.00,7022054.875
15-05-2020 15.00,7043918.25
15-05-2020 15.00,6787789.875
15-05-2020 15.00,7013112.375
15-05-2020 15.00,6344636.5
15-05-2020 15.00,7120980.875
15-05-2020 15.15,6264399.25
15-05-2020 15.15,6189015.571
15-05-2020 15.15,6993033.857
15-05-2020 15.15,7608109.857
15-05-2020 15.15,7164447
15-05-2020 15.15,7211671.286
15-05-2020 15.15,7033835.286
15-05-2020 15.15,7185276.5
15-05-2020 15.15,6527483.125
15-05-2020 15.15,7103377.25
15-05-2020 15.15,6276740.429
15-05-2020 15.15,6321599.125
15-05-2020 15.15,7183420.429
15-05-2020 15.15,6190394.75
15-05-2020 15.15,7174491.857
15-05-2020 15.15,7116883.143
15-05-2020 15.15,7022203.714
15-05-2020 15.15,7044078.429
15-05-2020 15.15,6787960.857
15-05-2020 15.15,7013292.429
15-05-2020 15.15,6344777
15-05-2020 15.15,7121136.857
15-05-2020 15.30,6264575.143
15-05-2020 15.30,6189202.25
15-05-2020 15.30,6993238.375
15-05-2020 15.30,7608298.375
15-05-2020 15.30,7164611.75
15-05-2020 15.30,7211864
15-05-2020 15.30,7034037.75
15-05-2020 15.30,7185455.429
15-05-2020 15.30,6527666.571
15-05-2020 15.30,7103555.286
15-05-2020 15.30,6276938.25
15-05-2020 15.30,6321773.714
15-05-2020 15.30,7183585.375
15-05-2020 15.30,6190582.5
15-05-2020 15.30,7174647.375
15-05-2020 15.30,7117029.714
15-05-2020 15.30,7022371.625
15-05-2020 15.30,7044234
15-05-2020 15.30,6788116.429
15-05-2020 15.30,7013439
15-05-2020 15.30,6344949.375
15-05-2020 15.30,7121279.571
15-05-2020 15.45,6264696.75
15-05-2020 15.45,6189352.857
15-05-2020 15.45,6993388
15-05-2020 15.45,7608432.429
15-05-2020 15.45,7164744.714
15-05-2020 15.45,7212003.286
15-05-2020 15.45,7034184.143
15-05-2020 15.45,7185588.375
15-05-2020 15.45,6527790.286
15-05-2020 15.45,7103696.375
15-05-2020 15.45,6277083.714
15-05-2020 15.45,6321898.25
15-05-2020 15.45,7183728.857
15-05-2020 15.45,6190691.833
15-05-2020 15.45,7174800.714
15-05-2020 15.45,7117183.375
15-05-2020 15.45,7022506.286
15-05-2020 15.45,7044385.143
15-05-2020 15.45,6788245.25
15-05-2020 15.45,7013568.625
15-05-2020 15.45,6345098.286
15-05-2020 15.45,7121426
15-05-2020 16.00,6264834.286
15-05-2020 16.00,6189489.625
15-05-2020 16.00,6993529.875
15-05-2020 16.00,7608568
15-05-2020 16.00,7164888.5
15-05-2020 16.00,7212147.125
15-05-2020 16.00,7034327.875
15-05-2020 16.00,7185725.857
15-05-2020 16.00,6527930.714
15-05-2020 16.00,7103831.857
15-05-2020 16.00,6277222.625
15-05-2020 16.00,6322029.429
15-05-2020 16.00,7183865.75
15-05-2020 16.00,6190827.857
15-05-2020 16.00,7174935
15-05-2020 16.00,7117317.714
15-05-2020 16.00,7022644.625
15-05-2020 16.00,7044520.125
15-05-2020 16.00,6788386.143
15-05-2020 16.00,7013709.714
15-05-2020 16.00,6345233.5
15-05-2020 16.00,7121563.571
15-05-2020 16.15,6264928.125
15-05-2020 16.15,6189592.857
15-05-2020 16.15,6993633
15-05-2020 16.15,7608669.286
15-05-2020 16.15,7165001.143
15-05-2020 16.15,7212252.429
15-05-2020 16.15,7034425.286
15-05-2020 16.15,7185823.714
15-05-2020 16.15,6528041.5
15-05-2020 16.15,7103928.714
15-05-2020 16.15,6277327.143
15-05-2020 16.15,6322124.25
15-05-2020 16.15,7183975
15-05-2020 16.15,6190936.125
15-05-2020 16.15,7175045.429
15-05-2020 16.15,7117426.875
15-05-2020 16.15,7022752.857
15-05-2020 16.15,7044631.857
15-05-2020 16.15,6788493.375
15-05-2020 16.15,7013818.25
15-05-2020 16.15,6345345.571
15-05-2020 16.15,7121677.75
15-05-2020 16.30,6265036.714
15-05-2020 16.30,6189709.625
15-05-2020 16.30,6993747.375
15-05-2020 16.30,7608783.75
15-05-2020 16.30,7165118.429
15-05-2020 16.30,7212369.5
15-05-2020 16.30,7034535.625
15-05-2020 16.30,7185945
15-05-2020 16.30,6528166.429
15-05-2020 16.30,7104052.875
15-05-2020 16.30,6277446.125
15-05-2020 16.30,6322232.857
15-05-2020 16.30,7184099.125
15-05-2020 16.30,6191050
15-05-2020 16.30,7175162.286
15-05-2020 16.30,7117550.143
15-05-2020 16.30,7022868.143
15-05-2020 16.30,7044749.143
15-05-2020 16.30,6788615.286
15-05-2020 16.30,7013940.857
15-05-2020 16.30,6345468.875
15-05-2020 16.30,7121801.857
15-05-2020 16.45,6265130.75
15-05-2020 16.45,6189808.571
15-05-2020 16.45,6993844.429
15-05-2020 16.45,7608882.571
15-05-2020 16.45,7165224.5
15-05-2020 16.45,7212470
15-05-2020 16.45,7034630.286
15-05-2020 16.45,7186050.286
15-05-2020 16.45,6528268.286
15-05-2020 16.45,7104157
15-05-2020 16.45,6277544.714
15-05-2020 16.45,6322327.125
15-05-2020 16.45,7184205.857
15-05-2020 16.45,6191157
15-05-2020 16.45,7175267.75
15-05-2020 16.45,7117656
15-05-2020 16.45,7022973.75
15-05-2020 16.45,7044858.5
15-05-2020 16.45,6788719.875
15-05-2020 16.45,7014048.5
15-05-2020 16.45,6345573
15-05-2020 16.45,7121907.75
15-05-2020 17.00,6265196.143
15-05-2020 17.00,6189872.143
15-05-2020 17.00,6993909.875
15-05-2020 17.00,7608950.125
15-05-2020 17.00,7165300.429
15-05-2020 17.00,7212539
15-05-2020 17.00,7034695.75
15-05-2020 17.00,7186123.25
15-05-2020 17.00,6528343.75
15-05-2020 17.00,7104228.375
15-05-2020 17.00,6277608.429
15-05-2020 17.00,6322392.429
15-05-2020 17.00,7184275.571
15-05-2020 17.00,6191232.429
15-05-2020 17.00,7175342.286
15-05-2020 17.00,7117731.857
15-05-2020 17.00,7023048.571
15-05-2020 17.00,7044933.286
15-05-2020 17.00,6788796
15-05-2020 17.00,7014122.429
15-05-2020 17.00,6345640.286
15-05-2020 17.00,7121981.857
15-05-2020 17.15,6265246.75
15-05-2020 17.15,6189926.25
15-05-2020 17.15,6993963.286
15-05-2020 17.15,7609004.857
15-05-2020 17.15,7165358.625
15-05-2020 17.15,7212593.714
15-05-2020 17.15,7034747.571
15-05-2020 17.15,7186182.571
15-05-2020 17.15,6528402.857
15-05-2020 17.15,7104285.143
15-05-2020 17.15,6277662.75
15-05-2020 17.15,6322443.25
15-05-2020 17.15,7184333.5
15-05-2020 17.15,6191288.429
15-05-2020 17.15,7175400.875
15-05-2020 17.15,7117790.375
15-05-2020 17.15,7023107
15-05-2020 17.15,7044992.125
15-05-2020 17.15,6788853.5
15-05-2020 17.15,7014179.25
15-05-2020 17.15,6345698.375
15-05-2020 17.15,7122040.25
15-05-2020 17.30,6265278
15-05-2020 17.30,6189963.75
15-05-2020 17.30,6993995.25
15-05-2020 17.30,7609038.5
15-05-2020 17.30,7165397
15-05-2020 17.30,7212627.25
15-05-2020 17.30,7034778
15-05-2020 17.30,7186217.75
15-05-2020 17.30,6528437.5
15-05-2020 17.30,7104320.75
15-05-2020 17.30,6277699
15-05-2020 17.30,6322475
15-05-2020 17.30,7184372.25
15-05-2020 17.30,6191323
15-05-2020 17.30,7175439.5
15-05-2020 17.30,7117828.5
15-05-2020 17.30,7023145.5
15-05-2020 17.30,7045030
15-05-2020 17.30,6788890.5
15-05-2020 17.30,7014216.25
15-05-2020 17.30,6345737.5
15-05-2020 17.30,7122078.5
15-05-2020 17.45,6265298.75
15-05-2020 17.45,6189985.25
15-05-2020 17.45,6994017
15-05-2020 17.45,7609060.125
15-05-2020 17.45,7165418.875
15-05-2020 17.45,7212649.875
15-05-2020 17.45,7034799.375
15-05-2020 17.45,7186241
15-05-2020 17.45,6528459.143
15-05-2020 17.45,7104344
15-05-2020 17.45,6277721.125
15-05-2020 17.45,6322495.75
15-05-2020 17.45,7184393.875
15-05-2020 17.45,6191343
15-05-2020 17.45,7175461.25
15-05-2020 17.45,7117849.125
15-05-2020 17.45,7023166.875
15-05-2020 17.45,7045051.625
15-05-2020 17.45,6788911
15-05-2020 17.45,7014237.125
15-05-2020 17.45,6345759.25
15-05-2020 17.45,7122099.75
15-05-2020 18.00,6265308.286
15-05-2020 18.00,6189995.714
15-05-2020 18.00,6994027.286
15-05-2020 18.00,7609070.571
15-05-2020 18.00,7165429.429
15-05-2020 18.00,7212660.571
15-05-2020 18.00,7034809.714
15-05-2020 18.00,7186251.571
15-05-2020 18.00,6528469.875
15-05-2020 18.00,7104354.143
15-05-2020 18.00,6277732.143
15-05-2020 18.00,6322505.286
15-05-2020 18.00,7184404.286
15-05-2020 18.00,6191354
15-05-2020 18.00,7175471.857
15-05-2020 18.00,7117859.714
15-05-2020 18.00,7023177.143
15-05-2020 18.00,7045062
15-05-2020 18.00,6788921.286
15-05-2020 18.00,7014247.714
15-05-2020 18.00,6345769.857
15-05-2020 18.00,7122110
15-05-2020 18.15,6265312.143
15-05-2020 18.15,6190000.875
15-05-2020 18.15,6994031.875
15-05-2020 18.15,7609074.857
15-05-2020 18.15,7165433.714
15-05-2020 18.15,7212665
15-05-2020 18.15,7034814.125
15-05-2020 18.15,7186255.857
15-05-2020 18.15,6528474.857
15-05-2020 18.15,7104358.571
15-05-2020 18.15,6277737.125
15-05-2020 18.15,6322509.286
15-05-2020 18.15,7184409
15-05-2020 18.15,6191359.167
15-05-2020 18.15,7175476.5
15-05-2020 18.15,7117864.5
15-05-2020 18.15,7023181.143
15-05-2020 18.15,7045066.75
15-05-2020 18.15,6788925.714
15-05-2020 18.15,7014251.714
15-05-2020 18.15,6345774.5
15-05-2020 18.15,7122114.5
15-05-2020 18.30,6265313
15-05-2020 18.30,6190002
15-05-2020 18.30,6994033
15-05-2020 18.30,7609076
15-05-2020 18.30,7165435
15-05-2020 18.30,7212666
15-05-2020 18.30,7034815
15-05-2020 18.30,7186257
15-05-2020 18.30,6528476
15-05-2020 18.30,7104360
15-05-2020 18.30,6277738
15-05-2020 18.30,6322510
15-05-2020 18.30,7184410
15-05-2020 18.30,6191360
15-05-2020 18.30,7175477
15-05-2020 18.30,7117866
15-05-2020 18.30,7023182
15-05-2020 18.30,7045068
15-05-2020 18.30,6788927
15-05-2020 18.30,7014252
15-05-2020 18.30,6345776
15-05-2020 18.30,7122116
15-05-2020 18.45,6265313
15-05-2020 18.45,6190002
15-05-2020 18.45,6994033
15-05-2020 18.45,7609076
15-05-2020 18.45,7165435
